,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1037,4,0,1,3,0,1,0,1,1,3,1,1,1,0,0,1,0,4,0,9,0
1038,4,3,0,0,1,0,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1039,3,1,0,1,0,2,1,0,0,3,1,2,1,1,1,0,1,2,1,5,0
1040,2,1,1,1,0,0,2,0,8,3,2,2,1,0,0,0,0,2,1,5,0
1041,5,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,2,1,5,0
1042,5,6,0,4,0,1,0,1,1,1,1,3,1,0,0,1,0,4,0,9,0
1043,4,1,0,1,1,1,0,0,2,4,1,2,1,0,0,0,0,3,1,8,0
1044,3,10,0,2,0,1,0,0,5,4,1,1,1,0,0,1,0,5,0,9,0
1045,5,2,0,2,0,1,0,0,5,4,2,2,1,1,1,0,1,7,1,4,1
1046,4,2,0,2,0,0,2,0,5,1,1,1,0,3,2,0,0,5,1,1,1
1047,2,4,1,2,0,0,0,0,1,1,1,2,1,0,0,0,1,4,1,4,0
1048,3,1,1,0,0,0,0,1,0,0,1,2,1,0,0,1,0,5,0,7,0
1049,3,10,3,2,0,1,0,0,1,4,1,1,1,0,0,0,1,4,1,4,0
1050,5,1,0,6,1,1,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1051,4,2,0,2,0,0,0,0,5,4,2,5,1,0,0,1,0,5,0,9,0
1052,4,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,2,1,5,0
1053,3,0,1,0,0,0,0,1,1,2,1,17,1,0,0,1,0,4,0,9,0
1054,3,1,0,0,0,1,2,1,1,0,1,2,1,0,0,0,1,4,1,4,0
1055,4,5,0,3,0,1,0,0,4,4,1,1,1,1,1,0,0,4,1,1,0
1056,4,0,0,5,1,0,0,1,0,4,2,2,1,0,0,1,0,5,0,7,0
1057,4,4,0,0,1,0,0,1,0,4,1,2,1,0,0,1,0,5,0,7,0
1058,3,11,2,1,1,0,0,1,0,1,1,3,1,0,0,1,0,5,0,7,0
1059,3,2,0,2,0,0,0,0,5,4,2,2,1,0,0,1,0,5,0,9,0
1060,5,8,0,5,1,1,2,0,4,4,2,4,1,0,0,1,0,3,0,9,0
1061,2,2,0,1,0,0,2,0,4,2,1,3,1,0,0,1,0,3,0,9,0
1062,2,1,0,1,0,0,0,0,2,1,1,3,1,2,1,0,0,1,1,1,0
1063,2,0,1,0,0,1,0,1,1,2,1,1,1,0,0,1,0,4,0,9,0
1064,4,1,2,5,0,1,0,0,4,4,1,2,1,0,0,1,0,3,0,9,0
1065,3,7,1,5,1,0,0,1,0,3,3,3,1,0,0,1,0,5,0,7,0
1066,5,1,2,1,1,1,0,0,0,4,1,2,1,1,1,0,1,2,1,5,0
1067,4,2,2,2,0,0,2,0,5,1,1,1,1,0,0,1,0,5,0,9,0
1068,3,2,0,1,0,0,0,1,1,2,1,1,1,0,0,1,0,4,0,9,0
1069,4,0,0,5,0,1,0,0,0,2,1,1,1,0,0,0,1,2,1,5,0
1070,3,10,1,2,0,0,2,0,4,1,1,3,1,0,0,1,0,3,0,9,0
1071,3,1,0,1,1,1,0,1,0,2,1,1,1,0,0,1,0,5,0,7,0
1072,3,2,1,1,0,1,2,1,1,1,1,1,1,0,0,1,0,4,0,9,0
1073,4,6,0,2,0,1,0,0,8,2,1,3,1,0,0,0,0,2,1,5,0
1074,3,2,0,2,0,0,0,0,3,3,1,2,1,0,0,0,0,5,1,1,1
1075,3,1,1,0,0,0,0,0,4,1,1,3,1,0,0,1,0,3,0,9,0
1076,5,2,0,1,0,1,0,1,0,1,1,2,1,0,0,1,0,5,0,7,0
1077,4,2,0,0,0,1,0,0,2,3,1,1,1,0,0,0,0,3,1,8,0
1078,3,5,1,2,0,0,0,0,2,1,1,1,1,0,0,0,0,3,1,8,0
1079,3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,5,0
1080,3,4,0,0,0,0,0,1,0,1,1,1,1,2,1,0,1,2,1,5,0
1081,3,5,1,1,0,1,0,0,5,1,1,2,1,0,0,1,0,5,0,9,0
1082,3,11,0,6,0,0,0,0,5,3,1,10,1,0,0,1,0,5,0,9,0
1083,5,0,0,1,0,0,0,0,4,4,1,7,1,0,0,1,0,3,0,9,0
1084,2,10,1,0,0,0,0,1,0,4,1,3,1,0,0,1,0,5,0,7,0
1085,2,0,0,0,0,2,1,1,0,4,1,2,1,0,0,1,0,5,0,7,0
1086,3,2,1,2,0,1,0,0,1,4,1,1,1,0,0,0,1,4,1,4,0
1087,4,1,0,1,1,0,0,1,0,2,2,2,1,0,0,1,0,5,0,7,1
1088,3,4,2,1,0,1,0,0,3,4,1,1,0,1,2,0,1,8,1,2,1
1089,4,2,2,1,0,1,0,1,4,2,1,2,1,0,0,1,0,3,0,9,0
1090,3,0,0,4,0,0,0,1,1,0,1,6,1,0,0,1,0,4,0,9,0
1091,3,0,0,4,0,1,0,1,0,1,1,1,1,0,0,1,0,5,0,7,0
1092,5,0,0,0,1,0,0,0,5,4,1,1,1,0,0,1,0,5,0,9,0
1093,3,2,1,2,0,0,0,0,0,2,1,5,1,0,0,0,1,2,1,5,0
1094,6,0,0,5,1,0,0,0,8,2,1,4,1,0,0,0,0,2,1,5,0
1095,2,2,1,2,0,1,2,0,4,0,1,2,1,0,0,1,0,3,0,9,0
1096,5,6,0,1,0,0,2,0,5,4,1,1,0,4,1,0,1,7,1,4,1
1097,3,0,0,0,0,1,0,1,1,4,2,2,1,0,0,1,0,4,0,9,0
1098,2,2,1,2,0,1,0,0,0,4,1,1,0,1,2,0,1,2,1,5,0
1099,3,5,0,1,0,1,0,0,4,3,2,1,1,0,0,1,0,3,0,9,0
1100,3,0,0,5,0,1,2,0,2,1,1,1,1,0,0,0,0,3,1,8,0
1101,2,0,0,0,1,1,0,1,0,3,1,1,1,0,0,1,0,5,0,7,0
1102,3,2,0,2,0,0,2,1,0,2,1,1,1,0,0,1,0,5,0,7,0
1103,4,0,2,4,1,1,0,0,4,2,3,3,1,0,0,1,0,3,0,9,1
1104,5,2,0,0,0,0,2,0,2,3,1,2,1,0,0,0,0,3,1,8,0
1105,5,5,0,1,0,0,0,0,9,2,1,1,1,1,1,0,1,6,1,2,1
1106,3,2,1,2,0,1,0,0,0,1,1,4,1,0,0,0,1,2,1,5,0
1107,3,0,2,0,0,2,1,1,1,2,1,3,1,0,0,1,0,4,0,9,0
1108,5,11,0,0,0,0,0,0,9,3,1,1,1,1,1,0,1,6,1,2,1
1109,3,3,0,2,0,1,0,0,5,2,1,5,1,0,0,1,0,5,0,9,0
1110,3,8,1,0,1,0,2,1,0,2,1,1,1,0,0,1,0,5,0,7,0
1111,3,5,1,3,0,0,0,0,0,2,1,4,1,0,0,0,1,2,1,5,0
1112,2,2,1,1,1,1,0,0,0,3,1,3,1,0,0,0,1,2,1,5,0
1113,4,0,0,3,0,0,0,0,8,4,1,4,1,1,1,0,0,2,1,5,0
1114,2,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,2,1,5,0
1115,3,3,1,0,0,0,0,0,0,4,1,1,0,1,2,0,1,2,1,5,0
1116,3,5,1,1,0,1,0,1,4,1,1,11,1,0,0,1,0,3,0,9,0
1117,4,1,0,1,0,0,0,0,4,2,1,2,1,0,0,1,0,3,0,9,0
1118,3,1,0,1,0,1,2,1,0,1,1,5,1,0,0,1,0,5,0,7,0
1119,3,2,0,2,0,1,0,0,1,3,1,4,1,0,0,0,1,4,1,4,1
1120,3,4,0,2,0,0,0,0,4,4,1,2,1,0,0,1,0,3,0,9,0
1121,2,2,1,2,0,1,0,0,5,2,2,2,1,0,0,1,0,5,0,9,1
1122,4,9,0,5,1,1,0,0,4,0,2,2,1,0,0,1,0,3,0,9,0
1123,8,9,2,5,1,0,0,1,7,0,1,2,1,0,0,0,1,9,1,2,0
1124,2,5,1,0,0,1,0,0,0,3,1,1,1,0,0,0,1,2,1,5,0
1125,3,6,1,2,0,0,0,0,0,3,1,2,1,0,0,0,1,2,1,5,0
1126,3,0,0,5,0,0,0,0,4,3,1,1,1,0,0,1,0,3,0,9,0
1127,2,5,1,3,0,0,2,0,2,0,1,1,1,0,0,0,0,3,1,8,0
1128,4,2,1,2,0,0,2,0,4,4,1,7,1,0,0,1,0,3,0,9,0
1129,2,0,2,1,0,1,0,0,0,0,2,1,1,0,0,0,1,2,1,5,1
1130,5,0,1,5,0,1,0,1,0,3,1,3,1,0,0,1,0,5,0,7,0
1131,2,6,1,2,0,0,0,0,2,2,1,5,1,0,0,0,0,1,1,1,0
1132,2,2,0,3,0,0,0,0,0,3,1,1,1,0,0,0,1,2,1,5,0
1133,5,6,0,5,1,0,0,0,0,0,1,5,1,1,1,0,1,2,1,5,0
1134,3,5,1,2,0,0,0,0,5,1,1,5,1,0,0,1,0,5,0,9,0
1135,3,1,0,1,0,0,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1136,3,0,1,1,0,2,1,0,2,1,1,2,1,0,0,0,0,3,1,8,0
1137,5,8,0,0,0,1,0,0,4,2,2,4,1,0,0,1,0,3,0,9,0
1138,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,2,1,5,0
1139,3,2,0,1,0,1,2,1,0,3,1,1,1,0,0,1,0,5,0,7,0
1140,4,2,0,1,1,1,0,1,1,4,2,5,1,0,0,1,0,4,0,9,0
1141,5,2,0,3,0,0,2,0,5,4,2,1,1,0,0,1,0,5,0,9,0
1142,3,9,1,2,1,0,0,0,5,1,1,3,1,0,0,1,0,5,0,9,0
1143,3,2,1,1,0,1,0,0,8,0,1,3,1,0,0,0,0,2,1,5,0
1144,5,2,0,1,0,1,0,1,1,2,1,4,1,0,0,1,0,4,0,9,0
1145,3,0,1,0,0,1,0,0,0,3,2,3,1,0,0,0,1,2,1,5,0
1146,3,4,0,3,0,1,0,0,0,4,1,2,1,1,1,0,1,2,1,5,0
1147,2,2,0,1,0,1,0,0,4,3,1,7,1,0,0,1,0,3,0,9,0
1148,3,0,1,0,0,1,0,0,0,2,1,2,1,1,1,0,1,2,1,5,0
1149,4,0,1,5,1,0,0,1,0,1,1,1,1,0,0,1,0,5,0,7,0
1150,4,3,0,5,0,0,0,1,4,0,1,2,1,0,0,1,0,3,0,9,0
1151,3,2,1,2,0,0,0,0,1,1,1,1,1,0,0,0,1,4,1,4,0
1152,3,2,0,1,1,0,0,0,5,4,1,1,1,0,0,1,0,5,0,9,0
1153,3,10,1,6,0,1,0,0,4,4,1,6,1,0,0,1,0,3,0,9,0
1154,3,1,0,1,0,2,1,0,0,0,1,1,1,1,1,0,1,2,1,5,0
1155,5,8,0,5,0,0,2,0,5,3,1,1,1,0,0,1,0,5,0,9,0
1156,2,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,0,5,0,7,0
1157,3,2,0,1,0,1,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1158,4,2,1,6,1,0,0,0,8,0,2,2,1,0,0,0,0,2,1,5,0
1159,5,5,0,0,1,1,0,1,1,2,1,1,1,0,0,1,0,4,0,9,0
1160,3,3,0,3,0,0,0,0,2,3,3,2,1,0,0,0,0,3,1,8,0
1161,4,1,0,4,0,1,0,0,4,1,1,6,1,0,0,1,0,3,0,9,0
1162,5,2,0,2,0,0,0,0,4,0,1,5,1,0,0,1,0,3,0,9,0
1163,6,5,0,6,0,0,0,0,5,4,1,1,1,0,0,0,1,7,1,4,0
1164,5,4,0,0,1,1,0,0,0,3,1,1,1,0,0,0,1,2,1,5,0
1165,4,0,0,4,1,0,0,1,0,2,1,3,1,0,0,1,0,5,0,7,0
1166,4,10,0,2,1,1,0,1,1,2,1,1,1,0,0,1,0,4,0,9,0
1167,3,2,0,2,0,0,2,0,2,3,1,1,1,0,0,0,0,3,1,8,0
1168,2,0,1,0,0,1,0,0,8,2,1,1,1,0,0,0,0,2,1,5,0
1169,2,0,0,3,0,0,0,0,0,3,2,2,1,0,0,0,1,2,1,5,0
1170,2,2,1,1,1,0,0,0,4,3,2,1,1,0,0,1,0,3,0,9,0
1171,3,0,2,6,0,1,0,1,1,0,1,1,1,0,0,1,0,4,0,9,0
1172,3,1,0,1,1,0,0,0,2,3,1,1,1,0,0,0,0,3,1,8,0
1173,2,0,1,5,0,0,0,0,0,0,1,9,1,1,1,0,1,2,1,5,0
1174,5,6,0,2,0,1,0,0,4,4,1,2,1,0,0,1,0,3,0,9,0
1175,3,0,1,0,0,0,2,1,1,3,2,3,1,0,0,1,0,4,0,9,1
1176,3,2,0,1,1,0,0,0,4,4,1,4,1,0,0,1,0,3,0,9,0
1177,4,1,0,6,0,1,0,1,0,1,1,2,1,0,0,1,0,5,0,7,0
1178,5,9,0,5,1,1,0,1,0,2,1,1,1,0,0,1,0,5,0,7,0
1179,4,1,0,0,0,1,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1180,5,3,2,6,0,1,2,0,8,3,2,2,1,1,1,0,0,2,1,5,0
1181,3,0,0,0,0,2,1,1,8,0,1,3,1,0,0,0,0,2,1,5,0
1182,3,2,1,2,0,1,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1183,3,6,1,1,0,0,2,0,2,1,1,2,0,1,2,0,0,3,1,8,0
1184,3,0,0,0,0,1,0,0,0,4,1,3,1,0,0,0,1,2,1,5,0
1185,5,2,0,6,0,0,2,0,2,3,2,3,1,0,0,0,0,3,1,8,0
1186,3,4,0,2,0,1,0,0,5,4,1,2,1,0,0,1,0,5,0,9,0
1187,4,5,0,3,0,0,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1188,5,10,0,5,1,0,0,0,4,3,2,9,1,0,0,1,0,3,0,9,1
1189,5,5,0,2,0,2,1,0,8,3,2,2,1,2,1,0,0,6,1,2,1
1190,5,10,0,3,0,1,0,0,3,0,4,1,1,2,1,0,1,8,1,2,0
1191,3,3,0,0,1,0,0,1,4,4,1,1,1,0,0,1,0,3,0,9,0
1192,3,0,0,0,1,0,0,0,4,3,1,3,1,0,0,1,0,3,0,9,0
1193,4,0,0,0,0,1,0,1,0,1,1,5,1,0,0,1,0,5,0,7,0
1194,2,2,0,2,0,0,0,0,5,2,1,2,1,0,0,1,0,5,0,9,0
1195,3,1,0,1,1,1,0,0,2,3,1,6,1,0,0,0,0,3,1,8,0
1196,5,5,0,6,0,1,0,1,1,0,1,2,1,0,0,1,0,4,0,9,0
1197,3,3,2,1,0,0,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1198,3,6,0,1,0,0,0,0,2,1,1,3,1,0,0,0,0,3,1,8,0
1199,3,0,0,5,0,0,0,1,1,0,1,7,1,0,0,1,0,4,0,9,0
1200,2,9,1,5,0,1,2,0,0,3,1,6,1,0,0,0,1,2,1,5,0
1201,2,1,1,1,1,0,2,1,4,0,1,3,1,0,0,1,0,3,0,9,0
1202,5,6,0,2,0,1,0,0,5,2,1,6,1,0,0,1,0,5,0,9,0
1203,4,1,2,5,0,0,0,1,1,0,1,6,1,0,0,1,0,4,0,9,0
1204,3,0,0,3,1,0,0,1,1,0,1,5,1,0,0,1,0,4,0,9,0
1205,3,0,0,4,1,0,2,1,0,3,1,2,1,0,0,1,0,5,0,7,0
1206,6,8,0,5,1,0,0,1,0,0,2,2,1,0,0,1,0,5,0,7,0
1207,4,3,0,2,0,0,0,1,0,0,1,2,1,0,0,1,0,5,0,7,0
1208,3,2,0,1,1,2,1,1,0,1,1,1,1,0,0,1,0,5,0,7,0
1209,4,2,2,1,0,1,0,0,4,2,2,1,1,0,0,1,0,3,0,9,0
1210,3,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,5,0,7,0
1211,2,0,1,0,0,1,2,1,1,3,2,2,1,0,0,1,0,4,0,9,0
1212,3,2,1,1,0,1,0,0,4,4,1,1,1,0,0,1,0,3,0,9,0
1213,4,1,2,1,0,1,0,0,0,2,1,3,1,0,0,0,1,2,1,5,0
1214,3,3,2,4,0,1,2,0,0,3,1,1,1,1,1,0,1,2,1,5,0
1215,8,8,2,5,0,0,2,0,6,1,1,2,1,0,0,0,1,1,1,5,0
1216,4,1,2,1,1,1,0,1,0,2,1,12,1,0,0,1,0,5,0,7,0
1217,3,2,0,2,0,0,2,0,8,3,1,6,1,0,0,0,0,2,1,5,0
1218,4,5,1,0,0,0,0,1,1,0,2,2,1,0,0,1,0,4,0,9,0
1219,4,8,0,5,1,0,2,1,4,2,1,17,1,0,0,1,0,3,0,9,0
1220,5,10,2,2,1,0,0,1,0,0,1,1,1,0,0,1,0,5,0,7,0
1221,4,5,1,1,1,0,0,1,0,1,2,1,1,0,0,1,0,5,0,7,0
1222,3,5,1,2,0,0,2,0,4,1,1,1,1,0,0,1,0,3,0,9,0
1223,5,9,2,5,1,0,0,1,1,4,1,5,1,0,0,1,0,4,0,9,0
1224,3,5,0,1,0,2,1,0,5,0,1,2,1,0,0,1,0,5,0,9,0
1225,3,1,1,1,1,1,0,1,0,3,1,1,1,0,0,1,0,5,0,7,0
1226,4,10,0,1,0,0,0,1,0,2,1,1,1,0,0,0,1,2,1,5,0
1227,3,2,0,2,0,0,0,0,0,0,1,2,1,1,1,0,1,2,1,5,0
1228,3,2,0,2,0,1,0,1,1,4,3,9,1,0,0,1,0,4,0,9,0
1229,3,5,1,2,0,0,0,1,4,3,1,2,1,0,0,1,0,3,0,9,0
1230,5,2,2,1,1,1,2,0,4,2,2,3,1,0,0,1,0,3,0,9,1
1231,3,5,0,1,0,2,1,0,5,4,1,1,1,0,0,1,0,5,0,9,0
1232,4,5,0,3,0,0,0,0,4,0,1,1,1,0,0,1,0,3,0,9,0
1233,2,2,0,1,0,2,1,0,4,4,2,3,1,0,0,1,0,3,0,9,0
1234,3,5,0,1,0,0,0,0,0,4,1,4,0,1,2,0,1,2,1,5,0
1235,3,0,0,4,0,2,1,0,7,0,1,1,1,0,0,0,1,9,1,2,0
1236,5,1,0,0,0,0,0,1,1,0,1,3,1,0,0,1,0,4,0,9,0
1237,3,0,0,5,1,1,2,1,0,0,1,1,1,0,0,1,0,5,0,7,0
1238,5,5,2,0,0,0,0,0,4,1,1,1,1,0,0,1,0,3,0,9,0
1239,4,2,2,2,0,0,0,1,0,4,1,2,1,0,0,1,0,5,0,7,0
1240,3,0,0,0,1,1,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1241,2,6,1,2,0,1,0,1,1,3,2,5,1,0,0,1,0,4,0,9,1
1242,3,2,0,2,0,0,0,1,0,3,1,4,1,0,0,1,0,5,0,7,0
1243,2,1,1,1,0,0,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1244,3,0,1,0,1,0,0,0,4,2,1,8,1,0,0,1,0,3,0,9,0
1245,5,3,0,2,0,0,0,0,2,3,1,3,1,0,0,0,0,3,1,8,0
1246,4,10,0,0,0,0,0,0,8,2,1,1,1,0,0,0,0,2,1,5,0
1247,5,4,0,3,0,1,0,0,4,3,1,7,1,0,0,1,0,3,0,9,0
1248,3,0,1,1,0,1,2,0,0,1,1,3,1,0,0,0,1,2,1,5,0
1249,5,4,0,2,0,1,0,0,8,2,1,3,1,1,1,0,0,2,1,5,0
1250,4,2,0,1,0,0,0,0,0,4,1,1,1,0,0,0,1,2,1,5,0
1251,3,5,0,3,1,1,0,1,0,2,1,2,1,0,0,1,0,5,0,7,0
1252,3,2,1,2,0,1,0,1,0,2,1,5,1,0,0,0,1,2,1,5,0
1253,4,0,0,4,0,0,0,1,1,2,1,8,1,0,0,1,0,4,0,9,0
1254,5,8,0,5,1,2,1,0,4,3,1,4,1,0,0,1,0,3,0,9,0
1255,5,5,0,2,0,1,0,1,1,4,1,1,1,0,0,1,0,4,0,9,0
1256,3,4,1,2,0,1,0,1,0,3,1,1,1,0,0,1,0,5,0,7,0
1257,7,8,0,5,0,0,2,0,7,4,1,1,0,1,2,0,1,9,1,2,0
1258,2,1,1,5,0,1,0,1,0,1,1,1,1,0,0,1,0,5,0,7,0
1259,3,2,1,2,0,1,0,0,2,0,1,2,1,0,0,0,0,3,1,8,1
1260,7,8,0,1,0,0,0,0,0,2,2,2,0,2,1,0,1,2,1,5,0
1261,3,2,2,2,0,0,0,0,2,1,2,1,1,0,0,0,0,3,1,8,0
1262,5,0,0,4,0,0,0,0,8,1,1,2,1,0,0,0,0,2,1,5,0
1263,3,6,2,2,0,2,1,0,5,2,1,3,1,0,0,1,0,5,0,9,0
1264,2,7,1,6,0,0,0,0,2,1,1,2,1,0,0,0,1,7,1,2,0
1265,3,1,0,1,0,1,0,1,1,0,1,14,1,0,0,1,0,4,0,9,0
1266,4,6,0,2,0,0,0,0,5,3,1,1,1,0,0,1,0,5,0,9,0
1267,5,0,2,5,0,1,0,0,4,3,1,5,1,0,0,1,0,3,0,9,0
1268,5,3,0,2,0,1,0,1,0,1,1,1,1,0,0,1,0,5,0,7,0
1269,5,8,0,2,0,0,0,0,5,1,1,1,1,1,1,0,1,7,1,4,0
1270,3,2,2,2,0,0,0,0,2,2,1,2,1,0,0,0,0,3,1,8,0
1271,3,2,0,2,0,1,0,1,0,1,1,3,1,0,0,1,0,5,0,7,0
1272,3,2,1,1,0,1,0,0,4,3,2,2,0,3,2,0,0,4,1,1,1
1273,3,2,1,2,0,0,0,0,2,1,2,1,1,0,0,0,0,3,1,8,0
1274,3,1,0,1,0,1,0,1,0,4,3,2,1,0,0,1,0,5,0,7,0
1275,2,7,1,1,0,1,0,0,2,1,1,2,1,0,0,0,1,7,1,2,0
1276,5,0,0,3,1,0,0,1,0,0,2,1,1,0,0,1,0,5,0,7,0
1277,2,7,1,3,0,1,0,1,2,3,1,1,1,0,0,0,0,3,1,8,0
1278,3,2,0,1,0,1,0,0,4,0,2,2,1,0,0,1,0,3,0,9,0
1279,2,0,0,0,1,0,0,1,0,3,1,1,1,0,0,1,0,5,0,7,0
1280,3,6,0,2,0,1,0,0,5,2,1,1,1,0,0,1,0,5,0,9,0
1281,5,0,0,0,0,0,2,0,5,3,1,3,1,0,0,1,0,5,0,9,0
1282,3,11,0,0,0,1,0,1,0,3,1,2,1,0,0,1,0,5,0,7,0
1283,5,8,2,5,1,1,0,0,0,1,2,4,1,1,1,0,1,2,1,5,1
1284,4,4,0,1,0,1,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1285,5,4,2,2,0,1,0,0,2,3,1,4,1,0,0,0,0,3,1,8,0
1286,3,6,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,5,0
1287,4,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,2,1,5,0
1288,5,1,1,1,1,1,0,1,1,2,1,3,1,0,0,1,0,4,0,9,0
1289,5,8,3,2,1,1,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1290,5,5,0,1,0,1,0,0,8,2,1,3,1,2,1,0,0,2,1,5,0
1291,4,6,0,2,1,0,0,0,5,3,1,5,1,0,0,1,0,5,0,9,0
1292,3,5,2,3,0,0,2,0,5,2,2,1,1,0,0,1,0,5,0,9,0
1293,2,2,1,5,0,0,2,1,1,4,1,6,1,0,0,1,0,4,0,9,0
1294,2,6,0,2,0,1,0,0,8,2,1,1,1,0,0,0,0,2,1,5,0
1295,3,5,1,1,0,0,0,0,5,3,1,1,1,0,0,1,0,5,0,9,0
1296,4,4,0,1,1,0,0,0,2,3,1,3,1,0,0,0,0,3,1,8,0
1297,5,10,0,2,0,2,1,0,2,2,1,1,1,0,0,0,0,3,1,8,0
1298,3,6,0,2,0,2,1,0,3,1,1,1,0,4,1,0,0,5,1,1,1
1299,2,6,1,2,0,0,0,0,5,4,1,2,1,0,0,1,0,5,0,9,0
1300,4,1,0,3,0,2,1,0,5,0,1,3,1,0,0,1,0,5,0,9,0
1301,3,1,1,0,0,1,0,0,4,0,1,5,1,0,0,1,0,3,0,9,0
1302,3,0,0,1,1,0,0,0,6,4,2,1,1,0,0,0,1,1,1,5,0
1303,3,2,0,2,0,0,0,0,5,4,1,11,1,0,0,1,0,5,0,9,0
1304,2,0,0,4,0,1,2,1,0,1,1,3,1,0,0,1,0,5,0,7,0
1305,3,2,0,1,0,0,2,1,8,2,1,1,1,2,1,0,0,2,1,5,0
1306,3,5,0,3,0,2,1,0,0,3,1,3,1,0,0,0,1,2,1,5,0
1307,3,0,0,1,0,0,0,0,9,3,1,1,1,0,0,0,1,2,1,7,0
1308,5,6,0,2,0,1,0,1,1,1,1,17,1,0,0,1,0,4,0,9,0
1309,3,0,0,5,0,1,2,1,0,3,1,1,1,0,0,1,0,5,0,7,0
1310,5,5,0,2,0,0,2,0,3,1,3,2,1,0,0,0,1,8,1,2,0
1311,5,0,0,5,1,1,0,0,5,3,1,6,1,0,0,1,0,5,0,9,0
1312,5,6,0,2,0,1,0,0,5,3,1,4,1,0,0,1,0,5,0,9,0
1313,5,0,0,1,0,1,0,0,0,4,1,1,1,0,0,0,1,2,1,5,0
1314,7,8,0,1,0,1,0,0,3,2,1,1,1,0,0,0,0,5,1,1,1
1315,5,8,0,2,0,0,2,1,2,2,1,3,1,0,0,0,0,3,1,8,0
1316,5,5,0,3,0,1,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1317,3,2,1,2,0,0,0,0,2,3,1,2,1,0,0,0,0,3,1,8,0
1318,4,2,0,1,0,0,0,1,0,3,1,1,1,0,0,1,0,5,0,7,0
1319,3,5,1,3,0,1,0,0,5,2,1,2,1,0,0,1,0,5,0,9,0
1320,5,2,1,2,0,1,0,1,0,2,3,3,1,0,0,1,0,5,0,7,1
1321,4,5,0,2,0,1,0,0,4,3,1,3,1,0,0,1,0,3,0,9,0
1322,3,0,0,4,1,1,0,0,4,3,2,1,1,0,0,1,0,3,0,9,0
1323,3,2,0,2,0,1,0,0,0,1,1,1,1,0,0,0,1,2,1,5,0
1324,3,1,0,1,1,0,0,1,0,2,1,3,1,0,0,0,1,2,1,5,0
1325,4,4,1,2,0,1,2,0,1,1,1,4,1,0,0,0,1,4,1,4,0
1326,4,0,2,1,0,1,0,1,1,4,1,1,1,0,0,1,0,4,0,9,0
1327,4,5,1,1,0,1,0,0,5,0,1,1,1,0,0,1,0,5,0,9,0
1328,2,10,0,1,0,0,0,1,1,0,1,13,1,0,0,1,0,4,0,9,0
1329,5,11,0,6,1,0,0,1,0,2,1,1,1,0,0,1,0,5,0,7,0
1330,4,1,0,1,1,0,0,0,8,2,1,1,1,1,1,0,0,2,1,5,0
1331,4,2,2,2,0,0,2,0,2,1,1,2,1,1,1,0,0,3,1,8,0
1332,4,2,0,2,0,0,2,0,4,1,1,3,1,2,1,0,0,4,1,1,0
1333,5,8,0,5,1,1,0,0,5,1,2,2,1,0,0,1,0,5,0,9,0
1334,3,3,0,1,0,0,0,1,0,2,1,1,1,0,0,1,0,5,0,7,0
1335,5,1,0,6,0,1,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1336,5,1,0,1,0,1,0,0,5,0,1,5,1,0,0,1,0,5,0,9,0
1337,3,2,0,2,0,0,0,0,5,3,1,1,1,0,0,1,0,5,0,9,0
1338,3,0,0,4,1,1,2,0,4,3,1,1,1,0,0,1,0,3,0,9,0
1339,4,1,0,1,1,0,0,0,2,3,1,2,1,0,0,0,0,3,1,8,0
1340,3,2,0,2,0,0,0,0,5,1,1,4,1,0,0,1,0,5,0,9,0
1341,3,1,0,1,0,1,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
1342,2,6,1,2,0,0,2,1,0,2,1,3,1,0,0,1,0,5,0,7,0
1343,4,6,2,1,0,0,0,0,2,2,2,2,1,0,0,0,0,3,1,8,0
1344,4,1,2,0,0,0,0,1,0,1,1,3,1,0,0,1,0,5,0,7,0
1345,3,2,0,2,0,0,0,1,0,0,1,2,1,0,0,1,0,5,0,7,0
